season,player,team,position,games,minutes,fga,fgm,fta,ftm,pts,ast,reb,stl,blk,tov
2021-22,KJ Martin,HOU,UNK,79,21.0,6.6,3.5,1.6,1.0,8.8,1.3,3.8,0.4,0.5,0.8
2021-22,KZ Okpala,MIA,UNK,21,11.6,3.3,1.4,0.5,0.4,3.7,0.7,2.0,0.2,0.3,0.2
2021-22,Kai Jones,CHA,UNK,21,3.0,0.7,0.4,0.4,0.1,1.0,0.2,0.5,0.0,0.1,0.3
2021-22,Karl-Anthony Towns,MIN,UNK,74,33.5,16.4,8.7,6.3,5.2,24.6,3.6,9.8,1.0,1.1,3.1
2021-22,Keifer Sykes,IND,UNK,32,17.7,5.9,2.2,0.5,0.5,5.6,1.9,1.4,0.4,0.1,1.0
2021-22,Keita Bates-Diop,SAS,UNK,59,16.2,4.5,2.3,1.0,0.8,5.7,0.7,3.9,0.5,0.2,0.8
2021-22,Kelan Martin,BOS,UNK,30,15.0,5.7,2.3,0.4,0.3,5.7,0.7,1.8,0.4,0.3,0.5
2021-22,Keldon Johnson,SAS,UNK,75,31.9,13.5,6.3,3.1,2.4,17.0,2.1,6.1,0.8,0.2,1.2
2021-22,Keljin Blevins,POR,UNK,31,11.3,3.6,1.1,0.4,0.2,3.1,0.6,1.5,0.4,0.0,0.5
2021-22,Kelly Olynyk,DET,UNK,40,19.1,7.2,3.2,2.2,1.7,9.1,2.8,4.4,0.8,0.5,1.5
2021-22,Kelly Oubre Jr.,CHA,UNK,76,26.3,12.3,5.4,2.5,1.7,15.0,1.1,4.0,1.0,0.4,0.9
2021-22,Kemba Walker,NYK,UNK,37,25.6,10.0,4.0,1.9,1.6,11.6,3.5,3.0,0.7,0.2,1.3
2021-22,Kenrich Williams,OKC,UNK,49,21.9,6.5,3.0,1.1,0.6,7.4,2.2,4.5,0.9,0.2,0.9
2021-22,Kent Bazemore,LAL,UNK,39,14.0,3.6,1.2,0.4,0.3,3.4,0.9,1.8,0.6,0.2,0.5
2021-22,Kentavious Caldwell-Pope,WAS,UNK,77,30.2,10.8,4.7,2.0,1.8,13.2,1.9,3.4,1.1,0.3,1.3
2021-22,Keon Johnson,POR,UNK,37,18.8,7.4,2.6,1.4,1.1,7.2,2.1,2.2,0.8,0.3,1.2
2021-22,Kessler Edwards,BKN,UNK,48,20.6,5.6,2.3,0.4,0.3,5.9,0.6,3.6,0.6,0.5,0.9
2021-22,Kevin Durant,BKN,UNK,55,37.2,20.3,10.5,7.4,6.8,29.9,6.4,7.4,0.9,0.9,3.5
2021-22,Kevin Huerter,ATL,UNK,74,29.6,10.3,4.7,0.7,0.6,12.1,2.7,3.4,0.7,0.4,1.2
2021-22,Kevin Knox II,ATL,UNK,30,7.4,2.8,1.0,0.7,0.5,3.1,0.3,1.5,0.1,0.1,0.2
2021-22,Kevin Love,CLE,UNK,74,22.5,10.3,4.4,2.7,2.2,13.6,2.2,7.2,0.4,0.2,1.3
2021-22,Kevin Pangos,CLE,UNK,24,6.9,1.9,0.6,0.2,0.1,1.6,1.3,0.5,0.1,0.0,0.3
2021-22,Kevin Porter Jr.,HOU,UNK,61,31.3,13.2,5.5,3.2,2.0,15.6,6.2,4.4,1.1,0.4,3.1
2021-22,Kevon Looney,GSW,UNK,82,21.1,4.4,2.5,1.5,0.9,6.0,2.0,7.3,0.6,0.6,0.8
2021-22,Khem Birch,TOR,UNK,55,18.0,3.6,1.8,1.3,1.0,4.5,1.0,4.3,0.5,0.5,0.5
2021-22,Khris Middleton,MIL,UNK,66,32.4,15.5,6.8,4.4,3.9,20.1,5.4,5.4,1.2,0.3,2.9
2021-22,Killian Hayes,DET,UNK,66,25.0,7.0,2.7,1.1,0.9,6.9,4.2,3.2,1.2,0.5,1.7
2021-22,Killian Tillie,MEM,UNK,36,12.8,3.5,1.2,0.2,0.1,3.3,0.6,1.7,0.6,0.4,0.4
2021-22,Kira Lewis Jr.,NOP,UNK,24,14.2,6.1,2.5,0.5,0.4,5.9,2.0,1.6,0.5,0.0,1.1
2021-22,Klay Thompson,GSW,UNK,32,29.4,17.9,7.7,1.6,1.4,20.4,2.8,3.9,0.5,0.5,1.3
2021-22,Kris Dunn,POR,UNK,14,24.0,7.3,3.1,1.3,1.2,7.6,5.6,3.5,1.6,0.2,2.3
2021-22,Kristaps Porziņģis,WAS,UNK,51,29.0,15.0,6.9,5.6,4.9,20.2,2.3,8.1,0.7,1.6,1.6
2021-22,Kyle Anderson,MEM,UNK,69,21.5,6.8,3.0,1.5,1.0,7.6,2.7,5.3,1.1,0.7,1.0
2021-22,Kyle Guy,MIA,UNK,19,9.8,3.4,1.4,0.6,0.4,3.9,0.9,0.9,0.4,0.1,0.7
2021-22,Kyle Kuzma,WAS,UNK,66,33.4,14.2,6.4,3.3,2.4,17.1,3.5,8.5,0.6,0.9,2.6
2021-22,Kyle Lowry,MIA,UNK,63,33.9,10.0,4.4,2.8,2.3,13.4,7.5,4.5,1.1,0.3,2.7
2021-22,Kyrie Irving,BKN,UNK,29,37.6,21.2,10.0,4.4,4.1,27.4,5.8,4.4,1.4,0.6,2.5
2021-22,LaMarcus Aldridge,BKN,UNK,47,22.3,9.7,5.4,2.2,1.9,12.9,0.9,5.5,0.3,1.0,0.9
2021-22,LaMelo Ball,CHA,UNK,75,32.3,16.7,7.2,3.2,2.8,20.1,7.6,6.7,1.6,0.4,3.3
2021-22,Lamar Stevens,CLE,UNK,63,16.1,5.1,2.5,1.2,0.8,6.1,0.7,2.6,0.5,0.3,0.7
2021-22,Lance Stephenson,IND,UNK,46,17.7,7.0,3.2,1.7,1.4,8.3,3.6,2.8,0.5,0.1,1.6
2021-22,Landry Shamet,PHX,UNK,69,20.8,7.0,2.8,1.2,1.0,8.3,1.6,1.8,0.4,0.1,0.6
2021-22,Langston Galloway,MIL,UNK,7,15.2,3.7,0.9,0.0,0.0,2.0,1.7,2.6,0.1,0.0,0.9
2021-22,Larry Nance Jr.,NOP,UNK,46,22.6,5.4,2.8,1.2,0.9,7.0,1.8,5.4,0.9,0.4,0.8
2021-22,Lauri Markkanen,CLE,UNK,61,30.8,11.5,5.1,2.6,2.3,14.8,1.3,5.7,0.7,0.5,0.9
2021-22,LeBron James,LAL,UNK,56,37.2,21.8,11.4,6.0,4.5,30.3,6.2,8.2,1.3,1.1,3.5
2021-22,Leandro Bolmaro,MIN,UNK,35,6.9,1.5,0.5,0.4,0.3,1.4,0.6,1.2,0.2,0.0,0.4
2021-22,Lindell Wigginton,MIL,UNK,19,10.5,3.2,1.4,1.8,1.0,4.2,1.2,1.3,0.3,0.1,0.6
2021-22,Lindy Waters III,OKC,UNK,25,18.6,7.0,2.8,0.2,0.2,8.0,1.0,2.9,0.8,0.3,0.4
2021-22,Lonnie Walker IV,SAS,UNK,70,23.0,10.9,4.4,2.1,1.7,12.1,2.2,2.6,0.6,0.3,1.0
2021-22,Lonzo Ball,CHI,UNK,35,34.6,10.9,4.6,0.8,0.6,13.0,5.1,5.4,1.8,0.9,2.3
2021-22,Lou Williams,ATL,UNK,56,14.3,5.7,2.2,1.4,1.2,6.3,1.9,1.6,0.5,0.1,0.8
2021-22,Louis King,SAC,UNK,10,10.4,4.7,1.5,1.0,0.7,4.5,0.9,1.2,0.2,0.1,0.0
2021-22,Luguentz Dort,OKC,UNK,51,32.7,14.2,5.7,3.7,3.2,17.2,1.7,4.2,0.9,0.4,1.7
2021-22,Luka Dončić,DAL,UNK,65,35.4,21.6,9.9,7.5,5.6,28.4,8.7,9.1,1.2,0.6,4.5
2021-22,Luka Garza,DET,UNK,32,12.2,4.6,2.1,1.9,1.2,5.8,0.6,3.1,0.3,0.2,0.6
2021-22,Luke Kennard,LAC,UNK,70,27.4,9.1,4.1,1.1,1.0,11.9,2.1,3.3,0.6,0.1,0.9
2021-22,Luke Kornet,BOS,UNK,15,6.9,1.8,0.9,0.4,0.3,2.0,0.6,1.9,0.2,0.2,0.0
2021-22,MJ Walker,PHX,UNK,2,4.2,2.0,0.0,0.0,0.0,0.0,0.5,0.5,1.0,0.0,0.0
2021-22,Mac McClung,LAL,UNK,2,12.2,3.0,1.5,0.5,0.5,4.0,0.5,1.5,0.5,0.5,1.5
2021-22,Malachi Flynn,TOR,UNK,44,12.2,4.2,1.6,0.5,0.3,4.3,1.6,1.4,0.5,0.1,0.3
2021-22,Malcolm Brogdon,IND,UNK,36,33.5,15.1,6.8,4.6,4.0,19.1,5.9,5.1,0.8,0.4,2.1
2021-22,Malcolm Hill,CHI,UNK,19,11.2,2.7,1.3,0.7,0.6,3.8,0.4,1.8,0.4,0.2,0.2
2021-22,Malik Beasley,MIN,UNK,79,25.0,10.8,4.2,0.8,0.6,12.1,1.5,2.9,0.5,0.2,0.5
2021-22,Malik Fitts,BOS,UNK,15,4.2,1.3,0.5,0.0,0.0,1.4,0.3,1.1,0.0,0.0,0.1
2021-22,Malik Monk,LAL,UNK,76,28.1,10.9,5.1,1.5,1.2,13.8,2.9,3.4,0.8,0.4,1.6
2021-22,Malik Newman,CLE,UNK,1,7.7,5.0,3.0,2.0,2.0,8.0,1.0,1.0,0.0,0.0,1.0
2021-22,Mamadi Diakite,OKC,UNK,13,14.4,3.6,1.9,0.8,0.5,4.3,0.2,4.5,0.4,0.7,0.5
2021-22,Marcus Garrett,MIA,UNK,12,10.7,1.8,0.4,0.4,0.2,1.1,0.6,1.9,0.4,0.3,0.2
2021-22,Marcus Morris Sr.,LAC,UNK,54,29.0,12.8,5.6,2.7,2.4,15.4,2.1,4.4,0.5,0.3,1.3
2021-22,Marcus Smart,BOS,UNK,71,32.3,10.1,4.2,2.5,2.0,12.1,5.9,3.8,1.7,0.3,2.2
2021-22,Markelle Fultz,ORL,UNK,18,20.0,9.7,4.6,1.7,1.4,10.8,5.5,2.7,1.1,0.3,2.2
2021-22,Markieff Morris,MIA,UNK,17,17.5,6.7,3.2,0.5,0.5,7.6,1.4,2.6,0.4,0.1,1.2
2021-22,Marko Simonovic,CHI,UNK,9,3.9,1.7,0.4,1.2,0.9,1.9,0.0,1.1,0.1,0.1,0.2
2021-22,Markus Howard,DEN,UNK,31,5.7,3.3,1.3,0.7,0.6,4.1,0.2,0.4,0.3,0.0,0.2
2021-22,Marquese Chriss,DAL,UNK,34,10.2,3.9,1.8,1.0,0.6,4.5,0.5,3.0,0.4,0.4,0.5
2021-22,Marvin Bagley III,DET,UNK,48,23.9,9.3,4.7,2.1,1.4,11.3,0.8,7.0,0.5,0.4,0.8
2021-22,Mason Jones,LAL,UNK,4,12.6,3.8,1.8,3.8,3.0,6.8,1.0,2.5,0.5,0.0,0.3
2021-22,Mason Plumlee,CHA,UNK,73,24.6,4.4,2.8,2.3,0.9,6.5,3.1,7.7,0.8,0.7,1.4
2021-22,Matisse Thybulle,PHI,UNK,66,25.5,4.5,2.3,0.7,0.5,5.7,1.1,2.3,1.7,1.1,0.6
2021-22,Matt Mooney,NYK,UNK,1,1.9,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0
2021-22,Matt Ryan,BOS,UNK,1,5.3,5.0,1.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0
2021-22,Matt Thomas,CHI,UNK,40,11.5,3.4,1.4,0.5,0.4,4.0,0.5,1.3,0.2,0.1,0.2
2021-22,Maurice Harkless,SAC,UNK,47,18.4,3.9,1.8,0.6,0.4,4.6,0.5,2.4,0.6,0.5,0.7
2021-22,Max Strus,MIA,UNK,68,23.3,8.3,3.7,0.8,0.6,10.6,1.4,3.0,0.4,0.2,0.8
2021-22,Maxi Kleber,DAL,UNK,59,24.6,6.0,2.4,1.1,0.8,7.0,1.2,5.9,0.5,1.0,0.8
2021-22,McKinley Wright IV,MIN,UNK,5,3.8,0.6,0.4,0.0,0.0,1.0,0.6,0.0,0.0,0.0,0.2
2021-22,Melvin Frazier Jr.,OKC,UNK,3,39.9,16.0,4.3,2.3,1.7,10.7,0.3,4.3,0.3,0.0,1.0
2021-22,Micah Potter,DET,UNK,3,10.3,3.7,1.7,0.7,0.7,4.0,0.0,3.0,0.3,0.3,0.3
2021-22,Michael Porter Jr.,DEN,UNK,9,29.4,11.4,4.1,1.0,0.6,9.9,1.9,6.6,1.1,0.2,1.3
2021-22,Mikal Bridges,PHX,UNK,82,34.8,10.5,5.6,1.9,1.6,14.2,2.3,4.2,1.2,0.4,0.8
2021-22,Mike Conley,UTA,UNK,72,28.6,11.0,4.8,2.3,1.8,13.7,5.3,3.0,1.3,0.3,1.7
2021-22,Mike Muscala,OKC,UNK,43,13.8,5.8,2.6,1.3,1.1,8.0,0.5,3.0,0.4,0.6,0.3
2021-22,Miles Bridges,CHA,UNK,80,35.5,15.2,7.5,4.2,3.3,20.2,3.8,7.0,0.9,0.8,1.9
2021-22,Miles McBride,NYK,UNK,40,9.3,2.7,0.8,0.3,0.2,2.2,1.0,1.1,0.4,0.0,0.1
2021-22,Mitchell Robinson,NYK,UNK,72,25.7,4.8,3.6,2.5,1.2,8.5,0.5,8.6,0.8,1.8,0.8
2021-22,Miye Oni,UTA,UNK,16,2.8,0.6,0.1,0.1,0.0,0.3,0.3,0.4,0.0,0.0,0.1
2021-22,Mo Bamba,ORL,UNK,71,25.7,8.7,4.2,1.0,0.8,10.6,1.2,8.1,0.5,1.7,1.1
2021-22,Monte Morris,DEN,UNK,75,29.9,10.3,5.0,1.1,1.0,12.6,4.4,3.0,0.7,0.2,1.0
2021-22,Montrezl Harrell,CHA,UNK,71,23.1,7.8,5.0,4.2,3.0,13.1,2.0,6.1,0.4,0.6,1.0
2021-22,Moritz Wagner,ORL,UNK,63,15.2,6.3,3.1,2.0,1.7,9.0,1.4,3.7,0.3,0.2,0.9
2021-22,Moses Brown,CLE,UNK,40,8.6,2.7,1.6,1.8,1.1,4.3,0.0,3.4,0.2,0.4,0.5
2021-22,Moses Moody,GSW,UNK,52,11.7,3.5,1.5,0.7,0.5,4.4,0.4,1.5,0.1,0.2,0.3
2021-22,Moses Wright,DAL,UNK,4,3.7,1.0,0.3,0.8,0.8,1.3,0.5,0.8,0.0,0.3,0.0
2021-22,Mychal Mulder,MIA,UNK,17,14.1,4.5,1.4,0.2,0.2,4.1,0.3,1.4,0.2,0.1,0.5
2021-22,Myles Powell,PHI,UNK,11,4.7,1.5,0.5,0.2,0.2,1.2,0.3,0.5,0.1,0.0,0.3
2021-22,Myles Turner,IND,UNK,42,29.4,9.4,4.8,2.5,1.9,12.9,1.0,7.1,0.7,2.8,1.3
2021-22,Naji Marshall,NOP,UNK,55,13.4,4.9,2.0,1.7,1.3,5.7,1.1,2.6,0.6,0.1,0.8
2021-22,Nassir Little,POR,UNK,42,25.9,7.5,3.5,2.2,1.6,9.8,1.3,5.6,0.6,0.9,1.0
2021-22,Nate Hinton,IND,UNK,2,1.2,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5
2021-22,Nathan Knight,MIN,UNK,37,7.2,2.4,1.2,1.6,1.2,3.7,0.6,2.3,0.2,0.2,0.5
2021-22,Naz Reid,MIN,UNK,77,15.8,6.2,3.0,1.9,1.5,8.3,0.9,3.9,0.5,0.9,1.1
2021-22,Neemias Queta,SAC,UNK,15,8.0,2.5,1.1,1.1,0.7,3.0,0.4,2.1,0.1,0.5,0.4
2021-22,Nemanja Bjelica,GSW,UNK,71,16.1,4.8,2.3,1.1,0.8,6.1,2.2,4.1,0.6,0.4,1.2
2021-22,Nerlens Noel,NYK,UNK,25,22.5,2.4,1.3,1.2,0.8,3.4,0.9,5.6,1.2,1.2,0.8
2021-22,Nic Claxton,BKN,UNK,47,20.7,5.6,3.8,2.0,1.1,8.7,0.9,5.6,0.5,1.1,0.8
2021-22,Nick Richards,CHA,UNK,50,7.3,1.8,1.2,0.9,0.6,3.0,0.3,1.7,0.2,0.4,0.5
2021-22,Nickeil Alexander-Walker,UTA,UNK,65,22.6,10.5,3.9,1.7,1.2,10.6,2.4,2.9,0.7,0.4,1.4
2021-22,Nicolas Batum,LAC,UNK,59,24.8,6.6,3.0,0.6,0.4,8.3,1.7,4.3,1.0,0.7,0.7
2021-22,Nik Stauskas,BOS,UNK,8,4.8,1.8,0.6,0.8,0.5,2.3,0.3,0.4,0.0,0.0,0.1
2021-22,Nikola Jokić,DEN,UNK,74,33.5,17.7,10.3,6.3,5.1,27.1,7.9,13.8,1.5,0.9,3.8
2021-22,Nikola Vučević,CHI,UNK,73,33.1,15.8,7.5,1.7,1.3,17.6,3.2,11.0,1.0,1.0,1.9
2021-22,Norman Powell,LAC,UNK,45,32.4,13.4,6.2,5.2,4.2,19.0,2.1,3.2,0.9,0.5,1.5
2021-22,Norvel Pelle,UTA,UNK,3,6.3,1.7,1.0,0.0,0.0,2.0,0.0,2.0,0.0,0.3,0.7
2021-22,OG Anunoby,TOR,UNK,48,36.0,14.5,6.4,2.5,1.9,17.1,2.6,5.5,1.5,0.5,1.7
2021-22,Obi Toppin,NYK,UNK,72,17.1,6.6,3.5,1.7,1.3,9.0,1.1,3.7,0.3,0.5,0.8
2021-22,Olivier Sarr,OKC,UNK,22,19.1,4.6,2.6,1.3,1.1,7.0,0.9,4.2,0.3,0.7,1.0
2021-22,Omer Yurtseven,MIA,UNK,56,12.6,4.4,2.3,1.1,0.7,5.3,0.9,5.3,0.3,0.4,0.7
2021-22,Onyeka Okongwu,ATL,UNK,48,20.7,4.7,3.3,2.3,1.7,8.2,1.1,5.9,0.6,1.3,0.9
2021-22,Oshae Brissett,IND,UNK,67,23.3,7.6,3.1,2.4,1.7,9.1,1.1,5.3,0.7,0.4,0.8
2021-22,Otto Porter Jr.,GSW,UNK,63,22.2,6.6,3.1,1.0,0.8,8.2,1.5,5.7,1.1,0.5,0.6
2021-22,P.J. Tucker,MIA,UNK,71,27.9,6.0,2.9,0.9,0.6,7.6,2.1,5.5,0.8,0.2,0.9
2021-22,P.J. Washington,CHA,UNK,65,27.2,8.2,3.8,1.2,0.9,10.3,2.3,5.2,0.9,0.9,1.3
2021-22,PJ Dozier,DEN,UNK,18,18.9,5.5,2.0,0.7,0.6,5.4,1.6,3.5,0.6,0.3,0.7
2021-22,Paris Bass,PHX,UNK,2,3.7,3.0,1.0,1.0,1.0,3.0,0.0,2.0,0.5,0.0,1.0
2021-22,Pascal Siakam,TOR,UNK,68,37.9,17.8,8.8,5.6,4.2,22.8,5.3,8.5,1.3,0.6,2.7
2021-22,Pat Connaughton,MIL,UNK,65,26.0,7.6,3.5,0.8,0.7,9.9,1.3,4.2,0.9,0.2,0.5
2021-22,Patrick Beverley,MIN,UNK,58,25.4,7.5,3.1,2.3,1.7,9.2,4.6,4.1,1.2,0.9,1.3
2021-22,Patrick Williams,CHI,UNK,17,24.8,6.0,3.2,2.4,1.8,9.0,0.9,4.1,0.5,0.5,0.9
2021-22,Patty Mills,BKN,UNK,81,29.0,9.8,4.0,0.7,0.6,11.4,2.3,1.9,0.6,0.2,0.9
2021-22,Paul George,LAC,UNK,31,34.8,20.5,8.6,4.8,4.1,24.3,5.7,6.9,2.2,0.4,4.1
2021-22,Paul Millsap,PHI,UNK,33,11.4,3.5,1.4,0.7,0.5,3.5,0.9,3.5,0.3,0.4,0.6
2021-22,Paul Reed,PHI,UNK,38,8.0,2.5,1.4,0.4,0.2,3.1,0.4,2.4,0.9,0.4,0.3
2021-22,Paul Watson,OKC,UNK,9,17.4,3.9,1.3,0.2,0.1,3.4,0.9,3.0,0.3,0.3,0.4
2021-22,Payton Pritchard,BOS,UNK,71,14.1,5.3,2.3,0.3,0.3,6.2,2.0,1.9,0.4,0.1,0.6
2021-22,Petr Cornelie,DEN,UNK,13,2.9,1.2,0.4,0.3,0.2,1.1,0.2,1.1,0.1,0.1,0.3
2021-22,Precious Achiuwa,TOR,UNK,73,23.6,8.3,3.6,1.8,1.1,9.1,1.1,6.5,0.5,0.6,1.2
2021-22,Quentin Grimes,NYK,UNK,46,17.1,5.1,2.1,0.4,0.3,6.0,1.0,2.0,0.7,0.2,0.6
2021-22,Quinndary Weatherspoon,GSW,UNK,11,6.7,1.9,1.1,0.5,0.5,2.7,0.5,1.3,0.1,0.1,0.3
2021-22,R.J. Hampton,ORL,UNK,64,21.9,7.1,2.7,1.8,1.2,7.6,2.5,3.0,0.7,0.2,1.4
2021-22,RJ Barrett,NYK,UNK,70,34.5,17.1,7.0,5.8,4.1,20.0,3.0,5.8,0.6,0.2,2.2
2021-22,Rajon Rondo,CLE,UNK,39,17.9,4.5,1.7,0.7,0.5,4.8,4.4,2.8,0.8,0.2,1.7
2021-22,Raul Neto,WAS,UNK,70,19.6,6.3,2.9,1.5,1.2,7.5,3.1,1.9,0.8,0.0,1.1
2021-22,Rayjon Tucker,MIL,UNK,5,14.2,1.8,1.2,1.4,1.0,4.2,2.0,1.6,0.8,0.0,0.2
2021-22,Reggie Bullock Jr.,DAL,UNK,68,28.0,7.4,3.0,0.7,0.6,8.6,1.2,3.5,0.6,0.2,0.6
2021-22,Reggie Jackson,LAC,UNK,75,31.2,16.3,6.4,2.2,1.8,16.8,4.8,3.6,0.7,0.2,2.3
2021-22,Reggie Perry,POR,UNK,10,18.7,7.9,4.0,1.5,0.9,9.2,1.2,4.7,0.9,0.6,1.1
2021-22,Richaun Holmes,SAC,UNK,45,23.9,6.7,4.4,2.0,1.6,10.4,1.1,7.0,0.4,0.9,1.2
2021-22,Ricky Rubio,IND,UNK,34,28.5,12.1,4.4,3.0,2.6,13.1,6.6,4.1,1.4,0.2,2.6
2021-22,Rob Edwards,OKC,UNK,2,5.4,2.0,0.5,0.0,0.0,1.5,0.0,1.5,0.0,0.0,0.5
2021-22,Robert Covington,LAC,UNK,71,27.3,7.0,2.9,1.0,0.8,8.5,1.3,5.5,1.5,1.3,1.1
2021-22,Robert Williams III,BOS,UNK,61,29.6,6.0,4.4,1.5,1.1,10.0,2.0,9.6,0.9,2.2,1.0
2021-22,Robert Woodard II,SAS,UNK,12,3.5,1.3,0.2,0.2,0.2,0.6,0.3,0.9,0.1,0.1,0.1
2021-22,Robin Lopez,ORL,UNK,36,17.0,5.5,3.1,1.5,0.9,7.1,1.5,3.5,0.1,0.5,1.2
2021-22,Rodney Hood,LAC,UNK,52,13.6,3.0,1.1,0.4,0.3,3.1,0.7,1.5,0.3,0.1,0.2
2021-22,Rodney McGruder,DET,UNK,51,14.8,4.4,1.9,0.5,0.4,5.4,0.9,2.2,0.4,0.1,0.5
2021-22,Romeo Langford,SAS,UNK,48,16.1,4.0,1.7,0.9,0.5,4.5,0.4,2.3,0.5,0.3,0.3
2021-22,Royce O'Neale,UTA,UNK,77,31.2,5.8,2.6,0.7,0.6,7.4,2.5,4.8,1.1,0.4,1.0
2021-22,Ruben Nembhard Jr.,CLE,UNK,14,4.5,1.3,0.4,0.3,0.2,1.1,0.9,0.5,0.1,0.0,0.2
2021-22,Rudy Gay,UTA,UNK,55,18.9,6.9,2.9,1.4,1.1,8.1,1.0,4.4,0.5,0.3,0.9
2021-22,Rudy Gobert,UTA,UNK,66,32.1,7.7,5.5,6.7,4.6,15.6,1.1,14.7,0.7,2.1,1.8
2021-22,Rui Hachimura,WAS,UNK,42,22.5,9.1,4.5,1.6,1.1,11.3,1.1,3.8,0.5,0.2,0.8
2021-22,Russell Westbrook,LAL,UNK,78,34.3,15.8,7.0,5.1,3.4,18.5,7.1,7.4,1.0,0.3,3.8
2021-22,Ryan Arcidiacono,NYK,UNK,10,7.6,1.2,0.6,0.0,0.0,1.6,0.4,0.8,0.1,0.0,0.3
2021-22,Saben Lee,DET,UNK,37,16.3,4.8,1.9,1.9,1.5,5.6,2.9,2.4,1.0,0.3,1.0
2021-22,Saddiq Bey,DET,UNK,82,33.0,13.9,5.5,3.1,2.6,16.1,2.8,5.4,0.9,0.2,1.2
2021-22,Sam Dekker,TOR,UNK,1,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-22,Sam Hauser,BOS,UNK,26,6.1,1.9,0.9,0.0,0.0,2.5,0.4,1.1,0.0,0.1,0.1
2021-22,Sam Merrill,MEM,UNK,6,9.6,4.0,1.3,0.7,0.3,4.2,0.7,1.2,0.0,0.0,0.3
2021-22,Sandro Mamukelashvili,MIL,UNK,41,9.9,2.8,1.4,0.5,0.4,3.8,0.5,2.0,0.2,0.2,0.4
2021-22,Santi Aldama,MEM,UNK,32,11.2,4.1,1.7,1.0,0.6,4.1,0.7,2.7,0.2,0.3,0.5
2021-22,Scottie Barnes,TOR,UNK,74,35.4,12.6,6.2,2.9,2.1,15.3,3.5,7.5,1.1,0.7,1.8
2021-22,Scottie Lewis,CHA,UNK,2,3.3,0.0,0.0,1.0,0.5,0.5,0.5,0.0,0.5,0.0,0.0
2021-22,Scotty Hopson,OKC,UNK,1,17.7,4.0,2.0,0.0,0.0,4.0,1.0,1.0,0.0,0.0,2.0
2021-22,Sekou Doumbouya,LAL,UNK,2,8.2,4.0,2.5,2.0,1.5,7.0,0.0,3.0,1.5,1.0,1.0
2021-22,Semi Ojeleye,LAC,UNK,30,13.5,3.3,1.0,1.0,0.8,3.3,0.3,2.5,0.2,0.2,0.3
2021-22,Serge Ibaka,MIL,UNK,54,16.3,5.5,2.7,0.8,0.6,6.8,0.9,4.6,0.2,0.6,0.8
2021-22,Seth Curry,BKN,UNK,64,33.3,11.5,5.6,1.5,1.3,15.0,3.6,3.1,0.8,0.2,1.7
2021-22,Shai Gilgeous-Alexander,OKC,UNK,56,34.7,18.8,8.5,7.2,5.9,24.5,5.9,5.0,1.3,0.8,2.8
2021-22,Shake Milton,PHI,UNK,55,21.4,7.3,3.1,1.3,1.1,8.2,2.5,2.6,0.5,0.3,0.8
2021-22,Shaq Buchanan,MEM,UNK,2,4.9,2.0,0.5,0.0,0.0,1.0,1.0,1.0,0.5,0.0,1.0
2021-22,Shaquille Harrison,BKN,UNK,2,11.3,3.0,1.0,0.0,0.0,2.0,1.5,2.0,0.5,0.5,1.0
2021-22,Sharife Cooper,ATL,UNK,13,3.0,1.1,0.2,0.0,0.0,0.5,0.4,0.4,0.0,0.0,0.4
2021-22,Skylar Mays,ATL,UNK,28,7.9,2.3,1.1,0.3,0.3,2.9,0.6,0.9,0.3,0.0,0.4
2021-22,Solomon Hill,ATL,UNK,13,10.7,1.5,0.2,0.0,0.0,0.6,0.9,1.8,0.3,0.2,0.1
2021-22,Spencer Dinwiddie,DAL,UNK,67,29.6,11.0,4.6,3.8,2.9,13.7,5.2,4.2,0.7,0.2,1.6
2021-22,Stanley Johnson,LAL,UNK,48,22.8,5.2,2.4,1.5,1.1,6.7,1.7,3.2,0.9,0.3,0.7
2021-22,Stephen Curry,GSW,UNK,64,34.5,19.1,8.4,4.7,4.3,25.5,6.3,5.2,1.3,0.4,3.2
2021-22,Sterling Brown,DAL,UNK,49,12.8,3.2,1.2,0.3,0.3,3.3,0.7,3.0,0.3,0.1,0.5
2021-22,Steven Adams,MEM,UNK,76,26.3,5.1,2.8,2.6,1.4,6.9,3.4,10.0,0.9,0.8,1.5
2021-22,Svi Mykhailiuk,TOR,UNK,56,12.8,4.2,1.6,0.7,0.6,4.6,0.8,1.6,0.5,0.1,0.6
2021-22,T.J. McConnell,IND,UNK,27,24.2,7.7,3.7,0.9,0.7,8.5,4.9,3.3,1.1,0.4,1.1
2021-22,Tacko Fall,CLE,UNK,11,5.3,1.1,0.5,0.6,0.2,1.1,0.2,2.1,0.0,0.5,0.3
2021-22,Taj Gibson,NYK,UNK,52,18.2,3.2,1.7,1.0,0.8,4.4,0.6,4.4,0.4,0.8,0.5
2021-22,Talen Horton-Tucker,LAL,UNK,60,25.2,9.0,3.7,2.1,1.7,10.0,2.7,3.2,1.0,0.5,1.4
2021-22,Taurean Prince,MIN,UNK,69,17.1,5.7,2.6,1.2,0.9,7.3,1.0,2.5,0.7,0.3,0.8
